Near_Miss_ID,Date,Refinery_Unit,Equipment_ID,Work_Type,Department,Near_Miss_Description,PPE_NonCompliance,Supervisor_Negligence,Maintenance_Delay_or_Issue,Repeated_Issue_Ignored,Previous_Similar_Reports,Immediate_Cause,Potential_Consequence,Risk_Level,Corrective_Action,Action_Status,High_Potential_Near_Miss,source_sheet
05_2-060,2024-05-17,FCC,P-204,Breakdown Maintenance,Contractor,Hot work continued before required gas test was completed | Hydrocarbon leakage from process pipeline flange remained pending for repair,False,True,True,False,0,Corrective action not closed,Hydrocarbon release,High,Review permit and JSA,Overdue,0,05_2Factor_3
05_2-061,2026-07-04,Tank Farm,V-215,Work at Height,Mechanical Maintenance,Abnormal equipment vibration was reported but operation continued | Pressure gauge malfunction remained awaiting replacement,False,True,True,False,1,Unsafe condition,Equipment damage,High,Review permit and JSA,Open,0,05_2Factor_3
05_2-062,2025-08-14,Maintenance Area,V-110,Routine Operation,Operations,Welding continued near hydrocarbon equipment without adequate controls | Damaged electrical cable received only temporary protection,False,True,True,False,1,Procedure not followed,Equipment damage,High,Review permit and JSA,Closed,0,05_2Factor_3
05_2-063,2024-04-25,Loading Bay,P-204,Preventive Maintenance,Mechanical Maintenance,Hot work continued before required gas test was completed | Pressure gauge malfunction remained awaiting replacement,False,True,True,False,2,Deferred maintenance,Hydrocarbon release,Medium,Implement permanent corrective action,Open,0,05_2Factor_3
05_2-064,2025-12-01,Tank Farm,E-207,Material Handling,HSE,Abnormal equipment vibration was reported but operation continued | Hydrocarbon leakage from process pipeline flange remained pending for repair,False,True,True,False,1,Equipment degradation,Hydrocarbon release,Low,Complete overdue inspection,Overdue,0,05_2Factor_3
05_2-065,2024-12-27,Hydrotreating Unit,P-101,Material Handling,HSE,Confined-space work continued without continuous attendant supervision | Pressure gauge malfunction remained awaiting replacement,False,True,True,False,0,Unsafe condition,Equipment damage,Medium,Escalate recurring issue to HSE and management,Open,0,05_2Factor_3
05_2-066,2025-11-03,FCC,E-207,Preventive Maintenance,Electrical Maintenance,Abnormal equipment vibration was reported but operation continued | Hydrocarbon leakage from process pipeline flange remained pending for repair,False,True,True,False,1,Inadequate supervision,Minor injury,High,Repair/replace defective equipment,Closed,0,05_2Factor_3
05_2-067,2024-10-08,FCC,FCC-LINE-08,Material Handling,Electrical Maintenance,Supervisor observed missing PPE but allowed work to continue | Pump abnormal vibration inspection was postponed,False,True,True,False,2,Corrective action not closed,Equipment damage,Medium,Repair/replace defective equipment,Closed,0,05_2Factor_3
05_2-068,2026-03-12,VDU,P-305,Breakdown Maintenance,Instrumentation,Work continued after permit expiry | Pressure gauge malfunction remained awaiting replacement,False,True,True,False,2,Corrective action not closed,Fire,Low,Review permit and JSA,Overdue,0,05_2Factor_3
05_2-069,2024-08-31,Hydrotreating Unit,PSV-114,Preventive Maintenance,Operations,Maintenance continued without confirmed isolation | Corrosion on process pipeline was identified but repair was deferred,False,True,True,False,2,Unsafe condition,Minor injury,Medium,Review permit and JSA,Overdue,0,05_2Factor_3
05_2-070,2025-05-02,Tank Farm,C-204,Breakdown Maintenance,HSE,Work continued after permit expiry | Damaged electrical cable received only temporary protection,False,True,True,False,0,Corrective action not closed,Hydrocarbon release,High,Review permit and JSA,Open,0,05_2Factor_3
05_2-071,2024-10-22,Loading Bay,FCC-LINE-08,Work at Height,Instrumentation,Repeated contractor PPE violations were not escalated | Cooling-water restriction remained unresolved,False,True,True,False,2,Procedure not followed,Minor injury,Low,Implement permanent corrective action,Closed,0,05_2Factor_3
05_2-072,2024-12-09,Hydrogen Unit,TK-302,Inspection,HSE,Confined-space work continued without continuous attendant supervision | Pump abnormal vibration inspection was postponed,False,True,True,False,1,Inadequate supervision,Hydrocarbon release,High,Implement permanent corrective action,In Progress,0,05_2Factor_3
05_2-073,2024-11-16,Loading Bay,P-204,Material Handling,Electrical Maintenance,Supervisor observed missing PPE but allowed work to continue | Pump abnormal vibration inspection was postponed,False,True,True,False,0,Unsafe condition,Minor injury,High,Implement permanent corrective action,Closed,0,05_2Factor_3
05_2-074,2024-09-14,Maintenance Area,FCC-LINE-08,Inspection,HSE,Supervisor observed missing PPE but allowed work to continue | Hydrocarbon leakage from process pipeline flange remained pending for repair,False,True,True,False,2,Equipment degradation,Minor injury,Low,Stop work and enforce PPE,Open,0,05_2Factor_3
05_2-075,2024-03-29,Hydrotreating Unit,C-204,Material Handling,Contractor,Repeated contractor PPE violations were not escalated | Repeated mechanical seal leakage was deferred to shutdown,False,True,True,False,0,Unsafe act,Lost-time injury,Low,Implement permanent corrective action,Overdue,0,05_2Factor_3
08_3-001,2026-08-02,CDU,V-215,Confined Space,Electrical Maintenance,Contractor used damaged safety shoes | Lifting operation continued despite unsafe weather conditions | Pressure safety valve inspection was overdue,True,True,True,False,0,Unsafe act,Fire,Low,Complete overdue inspection,Closed,0,08_3Factor_1
08_3-002,2024-07-01,Tank Farm,P-204,Breakdown Maintenance,HSE,Technician performed grinding without face shield | Work continued after permit expiry | Corrosion on process pipeline was identified but repair was deferred,True,True,True,False,2,Corrective action not closed,Lost-time injury,High,Review permit and JSA,In Progress,0,08_3Factor_1
08_3-003,2025-09-20,VDU,CDU-LINE-14,Hot Work,Instrumentation,Technician performed grinding without face shield | Work continued after permit expiry | Pressure safety valve inspection was overdue,True,True,True,False,0,Unsafe act,Minor injury,Low,Review permit and JSA,In Progress,0,08_3Factor_1
08_3-004,2025-10-30,Utilities,CDU-LINE-14,Routine Operation,HSE,Worker entered process area without safety helmet | Supervisor observed missing PPE but allowed work to continue | Gas detector gave intermittent readings and maintenance ticket remained open,True,True,True,False,1,Equipment degradation,Fire,Medium,Increase supervisory monitoring,Overdue,0,08_3Factor_1
08_3-005,2025-05-04,Tank Farm,P-204,Work at Height,Electrical Maintenance,Contractor used damaged safety shoes | Hot work continued before required gas test was completed | Damaged electrical cable received only temporary protection,True,True,True,False,0,Equipment degradation,Hydrocarbon release,Low,Complete overdue inspection,Overdue,0,08_3Factor_1
08_3-006,2024-02-26,Hydrotreating Unit,FCC-LINE-08,Inspection,Mechanical Maintenance,Technician performed grinding without face shield | Lifting operation continued despite unsafe weather conditions | Damaged electrical cable received only temporary protection,True,True,True,False,1,Procedure not followed,Hydrocarbon release,Low,Stop work and enforce PPE,Overdue,0,08_3Factor_1
08_3-007,2025-11-07,VDU,FCC-LINE-08,Material Handling,Contractor,Welder worked without fire-resistant clothing | Repeated contractor PPE violations were not escalated | Pump abnormal vibration inspection was postponed,True,True,True,False,2,Unsafe condition,Hydrocarbon release,Medium,Repair/replace defective equipment,Open,0,08_3Factor_1
08_3-008,2024-07-16,Hydrotreating Unit,E-101,Material Handling,Operations,Worker bypassed mandatory PPE because task was considered short | Welding continued near hydrocarbon equipment without adequate controls | Emergency shutdown button was defective and replacement was delayed,True,True,True,False,1,Unsafe act,Equipment damage,Low,Complete overdue inspection,Open,0,08_3Factor_1
08_3-009,2024-12-11,FCC,TK-302,Inspection,Operations,Worker entered process area without safety helmet | Repeated contractor PPE violations were not escalated | Pump abnormal vibration inspection was postponed,True,True,True,False,0,Unsafe act,Equipment damage,High,Implement permanent corrective action,In Progress,0,08_3Factor_1
08_3-010,2025-05-15,CDU,P-305,Routine Operation,Electrical Maintenance,Worker entered process area without safety helmet | Work continued after permit expiry | Repeated mechanical seal leakage was deferred to shutdown,True,True,True,False,0,Corrective action not closed,Lost-time injury,Medium,Increase supervisory monitoring,Open,0,08_3Factor_1
08_3-011,2025-04-12,Maintenance Area,PSV-114,Inspection,Operations,Worker worked at height without connecting safety harness | Abnormal equipment vibration was reported but operation continued | Pump abnormal vibration inspection was postponed,True,True,True,False,0,Corrective action not closed,Hydrocarbon release,Low,Repair/replace defective equipment,Overdue,0,08_3Factor_1
08_3-012,2024-12-11,Hydrogen Unit,PSV-114,Routine Operation,HSE,Contractor used damaged safety shoes | Lifting operation continued despite unsafe weather conditions | Pump abnormal vibration inspection was postponed,True,True,True,False,2,Unsafe condition,Fire,Medium,Complete overdue inspection,Open,0,08_3Factor_1
08_3-013,2024-05-03,FCC,E-101,Inspection,HSE,Worker worked at height without connecting safety harness | Repeated contractor PPE violations were not escalated | Pressure gauge malfunction remained awaiting replacement,True,True,True,False,2,Unsafe act,Equipment damage,Medium,Repair/replace defective equipment,Open,0,08_3Factor_1
08_3-014,2026-03-21,CDU,P-101,Breakdown Maintenance,Operations,Worker bypassed mandatory PPE because task was considered short | Repeated contractor PPE violations were not escalated | Pressure gauge malfunction remained awaiting replacement,True,True,True,False,0,Equipment degradation,Minor injury,High,Implement permanent corrective action,Closed,0,08_3Factor_1
08_3-015,2025-03-02,Tank Farm,V-215,Inspection,Mechanical Maintenance,Worker selected unsuitable respiratory protection for task | Maintenance continued without confirmed isolation | Corrosion on process pipeline was identified but repair was deferred,True,True,True,False,0,Procedure not followed,Equipment damage,Medium,Implement permanent corrective action,Open,0,08_3Factor_1
08_3-016,2025-09-02,Utilities,P-101,Inspection,Mechanical Maintenance,Worker selected unsuitable respiratory protection for task | Abnormal equipment vibration was reported but operation continued | Pump abnormal vibration inspection was postponed,True,True,True,False,2,Unsafe act,Fire,Medium,Escalate recurring issue to HSE and management,Open,0,08_3Factor_1
08_3-017,2025-09-25,CDU,C-102,Preventive Maintenance,Mechanical Maintenance,Worker removed gloves during maintenance and continued work | Minor leakage was observed but work was allowed to continue | Corrosion on process pipeline was identified but repair was deferred,True,True,True,False,1,Equipment degradation,Fire,Medium,Increase supervisory monitoring,Overdue,0,08_3Factor_1
08_3-018,2025-05-24,Hydrogen Unit,V-215,Hot Work,Electrical Maintenance,Worker worked at height without connecting safety harness | Supervisor observed missing PPE but allowed work to continue | Hydrocarbon leakage from process pipeline flange remained pending for repair,True,True,True,False,2,Procedure not followed,Fire,Medium,Increase supervisory monitoring,Overdue,0,08_3Factor_1
08_3-019,2024-02-14,Loading Bay,P-204,Preventive Maintenance,Mechanical Maintenance,Worker entered process area without safety helmet | Minor leakage was observed but work was allowed to continue | Pressure gauge malfunction remained awaiting replacement,True,True,True,False,0,Equipment degradation,Hydrocarbon release,Low,Review permit and JSA,Closed,0,08_3Factor_1
08_3-020,2025-03-05,Hydrogen Unit,TK-302,Confined Space,Mechanical Maintenance,Worker entered noisy compressor area without hearing protection | Welding continued near hydrocarbon equipment without adequate controls | Pump abnormal vibration inspection was postponed,True,True,True,False,1,Deferred maintenance,Minor injury,Medium,Repair/replace defective equipment,Open,0,08_3Factor_1
08_3-021,2025-04-27,Tank Farm,P-305,Confined Space,Electrical Maintenance,Worker selected unsuitable respiratory protection for task | Supervisor observed missing PPE but allowed work to continue | Gas detector gave intermittent readings and maintenance ticket remained open,True,True,True,False,0,Unsafe condition,Equipment damage,Medium,Review permit and JSA,In Progress,0,08_3Factor_1
08_3-022,2025-10-09,CDU,C-204,Breakdown Maintenance,Operations,Welder worked without fire-resistant clothing | Welding continued near hydrocarbon equipment without adequate controls | Cooling-water restriction remained unresolved,True,True,True,False,0,Corrective action not closed,Equipment damage,Low,Review permit and JSA,Overdue,0,08_3Factor_1
08_3-023,2025-03-04,FCC,CDU-LINE-14,Inspection,Operations,Worker entered noisy compressor area without hearing protection | Welding continued near hydrocarbon equipment without adequate controls | Pressure safety valve inspection was overdue,True,True,True,False,2,Deferred maintenance,Equipment damage,Medium,Increase supervisory monitoring,Overdue,0,08_3Factor_1
08_3-024,2026-06-01,Hydrogen Unit,C-102,Work at Height,Instrumentation,Worker bypassed mandatory PPE because task was considered short | Work continued after permit expiry | Emergency shutdown button was defective and replacement was delayed,True,True,True,False,1,Procedure not followed,Hydrocarbon release,Low,Repair/replace defective equipment,In Progress,0,08_3Factor_1
08_3-025,2026-07-24,CDU,V-215,Confined Space,Instrumentation,Worker entered process area without safety helmet | Repeated contractor PPE violations were not escalated | Hydrocarbon leakage from process pipeline flange remained pending for repair,True,True,True,False,0,Corrective action not closed,Equipment damage,High,Increase supervisory monitoring,Open,0,08_3Factor_1
08_3-026,2025-04-08,FCC,V-110,Hot Work,Mechanical Maintenance,Maintenance worker handled chemical line without chemical-resistant gloves | Hot work continued before required gas test was completed | Damaged electrical cable received only temporary protection,True,True,True,False,0,Equipment degradation,Lost-time injury,High,Stop work and enforce PPE,Open,0,08_3Factor_1
08_3-027,2025-05-06,Tank Farm,PSV-114,Breakdown Maintenance,Contractor,Welder worked without fire-resistant clothing | Maintenance continued without confirmed isolation | Emergency shutdown button was defective and replacement was delayed,True,True,True,False,2,Deferred maintenance,Hydrocarbon release,Low,Repair/replace defective equipment,Closed,0,08_3Factor_1
08_3-028,2025-10-03,CDU,C-204,Confined Space,Electrical Maintenance,Worker entered process area without safety helmet | Hot work continued before required gas test was completed | Gas detector gave intermittent readings and maintenance ticket remained open,True,True,True,False,2,Equipment degradation,Equipment damage,Medium,Escalate recurring issue to HSE and management,In Progress,0,08_3Factor_1
08_3-029,2026-03-17,Sulfur Recovery Unit,P-101,Preventive Maintenance,Instrumentation,Technician performed grinding without face shield | Abnormal equipment vibration was reported but operation continued | Cooling-water restriction remained unresolved,True,True,True,False,2,Inadequate supervision,Equipment damage,Low,Review permit and JSA,Open,0,08_3Factor_1
08_3-030,2025-01-09,Sulfur Recovery Unit,C-102,Preventive Maintenance,Contractor,Worker worked at height without connecting safety harness | Minor leakage was observed but work was allowed to continue | Pump abnormal vibration inspection was postponed,True,True,True,False,2,Deferred maintenance,Lost-time injury,Medium,Implement permanent corrective action,In Progress,0,08_3Factor_1
08_3-031,2026-02-10,CDU,P-204,Work at Height,Electrical Maintenance,Maintenance worker handled chemical line without chemical-resistant gloves | Lifting operation continued despite unsafe weather conditions | Cooling-water restriction remained unresolved,True,True,True,False,1,Deferred maintenance,Fire,High,Review permit and JSA,Open,0,08_3Factor_1
08_3-032,2025-04-26,Hydrogen Unit,E-101,Preventive Maintenance,Operations,Worker removed gloves during maintenance and continued work | Minor leakage was observed but work was allowed to continue | Pressure safety valve inspection was overdue,True,True,True,False,1,Deferred maintenance,Minor injury,Medium,Repair/replace defective equipment,Closed,0,08_3Factor_1
08_3-033,2024-03-19,FCC,GD-22,Inspection,HSE,Worker worked at height without connecting safety harness | Confined-space work continued without continuous attendant supervision | Pump abnormal vibration inspection was postponed,True,True,True,False,2,Equipment degradation,Hydrocarbon release,Medium,Stop work and enforce PPE,Closed,0,08_3Factor_1
08_3-034,2025-03-02,CDU,C-204,Inspection,Operations,Worker removed gloves during maintenance and continued work | Maintenance continued without confirmed isolation | Emergency shutdown button was defective and replacement was delayed,True,True,True,False,1,Unsafe act,Hydrocarbon release,High,Increase supervisory monitoring,In Progress,0,08_3Factor_1
08_3-035,2026-05-04,Maintenance Area,FCC-LINE-08,Material Handling,Instrumentation,Worker entered noisy compressor area without hearing protection | Repeated contractor PPE violations were not escalated | Repeated mechanical seal leakage was deferred to shutdown,True,True,True,False,1,Inadequate supervision,Hydrocarbon release,Medium,Escalate recurring issue to HSE and management,In Progress,0,08_3Factor_1
08_3-036,2026-07-08,CDU,P-305,Work at Height,Electrical Maintenance,Worker worked at height without connecting safety harness | Confined-space work continued without continuous attendant supervision | Corrosion on process pipeline was identified but repair was deferred,True,True,True,False,1,Deferred maintenance,Fire,Medium,Repair/replace defective equipment,In Progress,0,08_3Factor_1
08_3-037,2025-12-29,Hydrogen Unit,P-204,Routine Operation,Electrical Maintenance,Welder worked without fire-resistant clothing | Maintenance continued without confirmed isolation | Pressure gauge malfunction remained awaiting replacement,True,True,True,False,2,Procedure not followed,Lost-time injury,Medium,Repair/replace defective equipment,Overdue,0,08_3Factor_1
08_3-038,2024-09-23,Sulfur Recovery Unit,P-305,Work at Height,Instrumentation,Worker worked at height without connecting safety harness | Welding continued near hydrocarbon equipment without adequate controls | Damaged electrical cable received only temporary protection,True,True,True,False,2,Procedure not followed,Fire,Low,Repair/replace defective equipment,Closed,0,08_3Factor_1
08_3-039,2024-05-04,CDU,TK-302,Work at Height,Contractor,Contractor used damaged safety shoes | Work continued after permit expiry | Pressure gauge malfunction remained awaiting replacement,True,True,True,False,1,Equipment degradation,Lost-time injury,Medium,Complete overdue inspection,Overdue,0,08_3Factor_1
08_3-040,2026-07-06,VDU,TK-302,Material Handling,Operations,Worker bypassed mandatory PPE because task was considered short | Maintenance continued without confirmed isolation | Repeated mechanical seal leakage was deferred to shutdown,True,True,True,False,2,Unsafe condition,Fire,High,Implement permanent corrective action,Open,0,08_3Factor_1
08_3-041,2024-11-11,Sulfur Recovery Unit,P-101,Inspection,HSE,Contractor used damaged safety shoes | Abnormal equipment vibration was reported but operation continued | Corrosion on process pipeline was identified but repair was deferred,True,True,True,False,1,Procedure not followed,Minor injury,Medium,Repair/replace defective equipment,Closed,0,08_3Factor_1
08_3-042,2024-07-19,Utilities,C-102,Material Handling,Electrical Maintenance,Technician performed grinding without face shield | Minor leakage was observed but work was allowed to continue | Emergency shutdown button was defective and replacement was delayed,True,True,True,False,2,Procedure not followed,Equipment damage,Low,Escalate recurring issue to HSE and management,Open,0,08_3Factor_1
08_3-043,2026-07-19,Utilities,V-110,Routine Operation,Electrical Maintenance,Worker entered noisy compressor area without hearing protection | Repeated contractor PPE violations were not escalated | Pressure gauge malfunction remained awaiting replacement,True,True,True,False,2,Inadequate supervision,Fire,High,Complete overdue inspection,Closed,0,08_3Factor_1
08_3-044,2025-04-01,Hydrotreating Unit,P-305,Confined Space,Contractor,Technician performed grinding without face shield | Welding continued near hydrocarbon equipment without adequate controls | Emergency shutdown button was defective and replacement was delayed,True,True,True,False,2,Deferred maintenance,Hydrocarbon release,High,Repair/replace defective equipment,Open,0,08_3Factor_1
08_3-045,2024-05-27,Utilities,P-204,Routine Operation,Instrumentation,Welder worked without fire-resistant clothing | Work continued after permit expiry | Damaged electrical cable received only temporary protection,True,True,True,False,1,Equipment degradation,Equipment damage,Low,Complete overdue inspection,Overdue,0,08_3Factor_1
08_3-046,2024-06-28,Hydrotreating Unit,E-207,Material Handling,Operations,Worker selected unsuitable respiratory protection for task | Abnormal equipment vibration was reported but operation continued | Pressure gauge malfunction remained awaiting replacement,True,True,True,False,0,Corrective action not closed,Hydrocarbon release,Medium,Increase supervisory monitoring,Closed,0,08_3Factor_1
08_3-047,2026-05-04,CDU,PSV-114,Routine Operation,Mechanical Maintenance,Welder worked without fire-resistant clothing | Work continued after permit expiry | Damaged electrical cable received only temporary protection,True,True,True,False,2,Inadequate supervision,Lost-time injury,High,Complete overdue inspection,Overdue,0,08_3Factor_1
08_3-048,2024-05-07,VDU,PSV-114,Hot Work,Instrumentation,Welder worked without fire-resistant clothing | Repeated contractor PPE violations were not escalated | Pressure gauge malfunction remained awaiting replacement,True,True,True,False,1,Unsafe act,Minor injury,Medium,Escalate recurring issue to HSE and management,Closed,0,08_3Factor_1
08_3-049,2025-08-18,Sulfur Recovery Unit,E-207,Routine Operation,Electrical Maintenance,Worker bypassed mandatory PPE because task was considered short | Repeated contractor PPE violations were not escalated | Pressure safety valve inspection was overdue,True,True,True,False,2,Unsafe condition,Minor injury,High,Escalate recurring issue to HSE and management,Open,0,08_3Factor_1
08_3-050,2024-05-29,Sulfur Recovery Unit,V-215,Work at Height,Operations,Worker selected unsuitable respiratory protection for task | Maintenance continued without confirmed isolation | Cooling-water restriction remained unresolved,True,True,True,False,0,Inadequate supervision,Fire,Low,Complete overdue inspection,Open,0,08_3Factor_1
08_3-051,2025-06-10,Hydrotreating Unit,C-204,Work at Height,Operations,Worker worked at height without connecting safety harness | Hot work continued before required gas test was completed | Repeated mechanical seal leakage was deferred to shutdown,True,True,True,False,0,Procedure not followed,Fire,Medium,Escalate recurring issue to HSE and management,Closed,0,08_3Factor_1
08_3-052,2026-04-23,Utilities,V-110,Breakdown Maintenance,Operations,Worker entered process area without safety helmet | Maintenance continued without confirmed isolation | Damaged electrical cable received only temporary protection,True,True,True,False,1,Unsafe condition,Hydrocarbon release,Medium,Repair/replace defective equipment,In Progress,0,08_3Factor_1
08_3-053,2026-05-01,Tank Farm,P-204,Preventive Maintenance,Mechanical Maintenance,Worker removed gloves during maintenance and continued work | Abnormal equipment vibration was reported but operation continued | Damaged electrical cable received only temporary protection,True,True,True,False,2,Unsafe act,Hydrocarbon release,Low,Review permit and JSA,Closed,0,08_3Factor_1
08_3-054,2024-11-15,Hydrotreating Unit,P-101,Preventive Maintenance,Mechanical Maintenance,Worker entered noisy compressor area without hearing protection | Maintenance continued without confirmed isolation | Emergency shutdown button was defective and replacement was delayed,True,True,True,False,2,Unsafe condition,Lost-time injury,Medium,Increase supervisory monitoring,In Progress,0,08_3Factor_1
08_3-055,2025-12-05,VDU,P-204,Routine Operation,Instrumentation,Welder worked without fire-resistant clothing | Maintenance continued without confirmed isolation | Corrosion on process pipeline was identified but repair was deferred,True,True,True,False,0,Corrective action not closed,Hydrocarbon release,Low,Review permit and JSA,Open,0,08_3Factor_1
08_3-056,2024-07-20,Hydrotreating Unit,P-101,Preventive Maintenance,Electrical Maintenance,Worker entered process area without safety helmet | Minor leakage was observed but work was allowed to continue | Repeated mechanical seal leakage was deferred to shutdown,True,True,True,False,0,Equipment degradation,Minor injury,High,Stop work and enforce PPE,Open,0,08_3Factor_1
08_3-057,2026-03-12,CDU,P-204,Breakdown Maintenance,Contractor,Worker bypassed mandatory PPE because task was considered short | Welding continued near hydrocarbon equipment without adequate controls | Repeated mechanical seal leakage was deferred to shutdown,True,True,True,False,0,Inadequate supervision,Fire,Medium,Escalate recurring issue to HSE and management,Closed,0,08_3Factor_1
08_3-058,2024-12-26,Maintenance Area,PSV-114,Routine Operation,HSE,Worker removed gloves during maintenance and continued work | Abnormal equipment vibration was reported but operation continued | Corrosion on process pipeline was identified but repair was deferred,True,True,True,False,2,Unsafe condition,Minor injury,Low,Implement permanent corrective action,In Progress,0,08_3Factor_1
08_3-059,2024-10-15,Maintenance Area,P-305,Material Handling,Contractor,Worker removed gloves during maintenance and continued work | Supervisor observed missing PPE but allowed work to continue | Pump abnormal vibration inspection was postponed,True,True,True,False,0,Unsafe act,Fire,High,Repair/replace defective equipment,Closed,0,08_3Factor_1
08_3-060,2025-01-23,VDU,E-101,Preventive Maintenance,HSE,Maintenance worker handled chemical line without chemical-resistant gloves | Minor leakage was observed but work was allowed to continue | Corrosion on process pipeline was identified but repair was deferred,True,True,True,False,1,Unsafe condition,Fire,Low,Review permit and JSA,Closed,0,08_3Factor_1
08_3-061,2025-12-22,Utilities,C-204,Material Handling,HSE,Worker removed gloves during maintenance and continued work | Supervisor observed missing PPE but allowed work to continue | Pump abnormal vibration inspection was postponed,True,True,True,False,1,Equipment degradation,Minor injury,High,Complete overdue inspection,Overdue,0,08_3Factor_1
08_3-062,2024-08-19,Sulfur Recovery Unit,P-305,Routine Operation,Contractor,Contractor used damaged safety shoes | Confined-space work continued without continuous attendant supervision | Gas detector gave intermittent readings and maintenance ticket remained open,True,True,True,False,0,Deferred maintenance,Hydrocarbon release,Low,Implement permanent corrective action,Open,0,08_3Factor_1
08_3-063,2025-02-09,Maintenance Area,P-204,Breakdown Maintenance,Operations,Worker removed gloves during maintenance and continued work | Hot work continued before required gas test was completed | Pump abnormal vibration inspection was postponed,True,True,True,False,0,Inadequate supervision,Hydrocarbon release,High,Repair/replace defective equipment,Closed,0,08_3Factor_1
08_3-064,2024-07-24,Maintenance Area,CDU-LINE-14,Hot Work,Contractor,Contractor used damaged safety shoes | Hot work continued before required gas test was completed | Corrosion on process pipeline was identified but repair was deferred,True,True,True,False,1,Deferred maintenance,Fire,High,Complete overdue inspection,Overdue,0,08_3Factor_1
08_3-065,2025-11-13,VDU,P-204,Hot Work,Instrumentation,Contractor used damaged safety shoes | Work continued after permit expiry | Damaged electrical cable received only temporary protection,True,True,True,False,1,Deferred maintenance,Hydrocarbon release,Medium,Repair/replace defective equipment,In Progress,0,08_3Factor_1
08_3-066,2024-01-31,Utilities,CDU-LINE-14,Work at Height,Mechanical Maintenance,Worker entered process area without safety helmet | Hot work continued before required gas test was completed | Emergency shutdown button was defective and replacement was delayed,True,True,True,False,2,Inadequate supervision,Lost-time injury,Low,Escalate recurring issue to HSE and management,Open,0,08_3Factor_1
08_3-067,2026-02-17,Tank Farm,E-207,Hot Work,HSE,Worker removed gloves during maintenance and continued work | Work continued after permit expiry | Emergency shutdown button was defective and replacement was delayed,True,True,True,False,0,Inadequate supervision,Hydrocarbon release,Medium,Increase supervisory monitoring,Open,0,08_3Factor_1
08_3-068,2026-09-02,Tank Farm,E-101,Routine Operation,Operations,Contractor used damaged safety shoes | Hot work continued before required gas test was completed | Gas detector gave intermittent readings and maintenance ticket remained open,True,True,True,False,1,Unsafe condition,Hydrocarbon release,Medium,Escalate recurring issue to HSE and management,Closed,0,08_3Factor_1
08_3-069,2026-06-24,Tank Farm,PSV-114,Preventive Maintenance,HSE,Worker worked at height without connecting safety harness | Work continued after permit expiry | Gas detector gave intermittent readings and maintenance ticket remained open,True,True,True,False,0,Equipment degradation,Hydrocarbon release,Medium,Review permit and JSA,Overdue,0,08_3Factor_1
08_3-070,2025-05-02,Maintenance Area,V-215,Work at Height,Electrical Maintenance,Worker worked at height without connecting safety harness | Minor leakage was observed but work was allowed to continue | Hydrocarbon leakage from process pipeline flange remained pending for repair,True,True,True,False,1,Inadequate supervision,Hydrocarbon release,Medium,Stop work and enforce PPE,Open,0,08_3Factor_1
08_3-071,2025-08-27,Utilities,P-204,Confined Space,Electrical Maintenance,Worker worked at height without connecting safety harness | Lifting operation continued despite unsafe weather conditions | Cooling-water restriction remained unresolved,True,True,True,False,2,Inadequate supervision,Fire,Low,Review permit and JSA,Closed,0,08_3Factor_1
08_3-072,2024-02-27,VDU,TK-302,Preventive Maintenance,Electrical Maintenance,Maintenance worker handled chemical line without chemical-resistant gloves | Welding continued near hydrocarbon equipment without adequate controls | Corrosion on process pipeline was identified but repair was deferred,True,True,True,False,2,Unsafe act,Equipment damage,Medium,Complete overdue inspection,In Progress,0,08_3Factor_1
08_3-073,2024-01-21,Loading Bay,V-215,Hot Work,Operations,Worker entered noisy compressor area without hearing protection | Supervisor observed missing PPE but allowed work to continue | Emergency shutdown button was defective and replacement was delayed,True,True,True,False,2,Equipment degradation,Equipment damage,High,Review permit and JSA,Open,0,08_3Factor_1
08_3-074,2024-11-20,VDU,TK-302,Inspection,Electrical Maintenance,Worker bypassed mandatory PPE because task was considered short | Repeated contractor PPE violations were not escalated | Cooling-water restriction remained unresolved,True,True,True,False,2,Deferred maintenance,Hydrocarbon release,Low,Escalate recurring issue to HSE and management,Closed,0,08_3Factor_1
08_3-075,2024-06-19,Loading Bay,C-102,Hot Work,Electrical Maintenance,Welder worked without fire-resistant clothing | Lifting operation continued despite unsafe weather conditions | Gas detector gave intermittent readings and maintenance ticket remained open,True,True,True,False,0,Unsafe act,Minor injury,High,Complete overdue inspection,Overdue,0,08_3Factor_1
08_3-001,2026-04-03,VDU,CDU-LINE-14,Material Handling,Instrumentation,Abnormal equipment vibration was reported but operation continued | Pump abnormal vibration inspection was postponed | Valve leakage had repeatedly been treated only with temporary packing adjustment,False,True,True,True,0,Unsafe condition,Fire,Medium,Complete overdue inspection,Open,0,08_3Factor_2
08_3-002,2025-10-29,Utilities,V-215,Hot Work,HSE,Minor leakage was observed but work was allowed to continue | Pressure safety valve inspection was overdue | Emergency shower low pressure had been reported repeatedly,False,True,True,True,4,Procedure not followed,Lost-time injury,Medium,Review permit and JSA,In Progress,0,08_3Factor_2
08_3-003,2026-06-21,Hydrotreating Unit,FCC-LINE-08,Confined Space,HSE,Minor leakage was observed but work was allowed to continue | Pressure gauge malfunction remained awaiting replacement | Valve leakage had repeatedly been treated only with temporary packing adjustment,False,True,True,True,3,Equipment degradation,Hydrocarbon release,Medium,Implement permanent corrective action,Open,0,08_3Factor_2
